id,premise,hypothesis,label_string,label
BsLq0wiKXp,"At inter airport Europe 2019, Linde picked up the event’s Excellence Award in the interRAMP category for its innovative assistance system Linde Safety Guard. ","At inter airport Europe 2017, Linde picked up the event’s Excellence Award in the interRAMP category for its innovative assistance system Linde Safety Guard.",numeric,7
5xkhWzpMVE,The complete webcast of the Annual General Meeting can be accessed from the KION Group’s website.,The complete webcast of the Annual General Meeting can be accessed from the KION Group’s website.,entailment,1
V3wTYsEmKT,"The industrial truck market is benefiting from customers’ growing requirements regarding the quality, efficiency, and eco-friendliness of industrial trucks and from higher expectations in terms of service, availability of spare parts, and flexible rental solutions.","The industrial truck market is benefiting from customers’ growing requirements regarding the quality, efficiency, and eco-friendliness of industrial trucks and from higher expectations in terms of service, availability of spare parts, and flexible rental solutions.",entailment,1
DIYOAIRzuq,Corporation-tax loss carryforwards amounting to €14.5 million (2022: €14.9 million) on which no deferred tax assets have been recognized will expire within the next six to nine years.,Corporation-tax loss carryforwards amounting to €14.5 million (2022: €14.9 million) on which deferred tax assets have been fully recognized have an indefinite validity period.,factive_antonymity,2
E2I4aUwOtg,The cost of internally generated machinery and equipment includes all costs directly attributable to the production process and an appropriate portion of production overheads.,The efficiency of the machinery directly correlates with the scale of production overheads allocated.,neutral,6
Vi3qeL5JfW,The projected KPIs reflect the Company’s expectations regarding future developments and are therefore forward-looking.,The projected KPIs do not reflect the Company’s expectations regarding future developments and are not forward-looking.,negation,5
DNogGsCeKG,"And looking at the full year 2022, the unit decline was 10% compared to the record level of last year.","The company announced an increase in unit sales for the full year 2022, reaching a new record.",factive_embedding_verb,3
6DKDRhr3gT,The KION Group’s strategy ‘KION 2027’ underscores the company’s claim to leadership and sets out profitable growth as a continuing objective.,The KION Group is planning to expand its operations into new international markets by 2025.,neutral,6
V4o314Zmow,The KION Group is among the world’s leading suppliers of industrial trucks and supply chain solutions.,"Only recently, the KION Group began its operations in the field of industrial trucks and supply chain solutions, falling behind other established global leaders.",temporal,9
9rXFytV8Bx,"Otherwise, the executive directors are responsible for the other information.",The company has recently expanded its operations into new markets.,neutral,6
SEytVowBIo,Other purchased intangible assets with a finite useful life are carried at historical cost less all accumulated amortization and accumulated impairment losses.,Other purchased intangible assets are first subjected to accumulated amortization and impairment losses before their historical cost is determined.,temporal,9
ZunmqN98zf,Automated production is due to begin in the spring of 2022.,Automated production is due to begin in the spring of 2022.,entailment,1
AELY5kPDCA,"Our Q2 procurement costs for materials, energy, and logistics intensified further versus the first quarter.","Our procurement costs for materials, energy, and logistics remained stable in Q2 compared to the previous quarter, showing no increase.",temporal,9
8YGcJVqNLJ,Both the long-term variable remuneration and the short-term variable remuneration of the Executive Board of KION GROUP AG and the KION Group management are linked to non-financial targets from core areas of the sustainability strategy.,The KION Group has implemented new environmental policies in the past year.,neutral,6
FhHYHImReQ,The ‘Energy Quick Check’ web-based analysis app makes it possible to identify the best technology for the customer in just a few questions.,"The ‘Energy Quick Check’ web-based analysis app fails to determine the optimal technology for the customer, regardless of the number of questions answered.",lexical,4
